Azure_Score,AWS_Score,Google_Score,IBM_Score,Normalized_Score,score_label
0.882722804901513,0.0040858018386108275,0.0006246096083764012,0.9942455390849503,0.4704196888583626,0
0.823964776084013,0.005107252298263534,0.0007138395552855311,0.8236213527711718,0.41335180517718345,0
0.468243502248998,0.0040858018386108275,0.0007138395552855311,0.4864637049045009,0.23987671213684883,2
0.7807477156208475,0.0040858018386108275,0.0007138395552855311,0.7847263161736022,0.39256841829708655,2
0.7351727581353001,0.0040858018386108275,0.0007138395539470819,0.837608146704831,0.39439513655817227,2
0.468243502248998,0.0040858018386108275,0.0006246096083764012,0.7059370761314768,0.29472274745686555,2
0.468243502248998,0.0040858018386108275,0.0006246096083764012,0.9954502958181475,0.3671010523785332,2
0.468243502248998,0.0040858018386108275,0.00044614971455814146,0.3621537802069365,0.20873230850227587,2
0.468243502248998,0.0040858018386108275,0.0005353796614672713,0.22123065077936555,0.17352383363211044,2
0.468243502248998,0.0040858018386108275,0.0008922994557068068,0.4864637049045009,0.23992132711195413,2
0.468243502248998,0.006128702757916241,0.0006246096083764012,0.4864637049045009,0.2403651298799479,2
0.468243502248998,0.0040858018386108275,0.0006246096083764012,0.9367908755096701,0.35243619730141384,2
0.468243502248998,0.0040858018386108275,0.0009815293960129207,0.9453572920933728,0.35466703139424866,2
0.468243502248998,0.0040858018386108275,0.0009815293960129207,0.9655143524869438,0.3597062964926414,2
0.468243502248998,0.0040858018386108275,0.0013384491835602102,0.9654835140040121,0.3597878168187953,2
0.468243502248998,0.0040858018386108275,0.0008922994557068068,0.9038728508789738,0.3442736136055724,2
0.7342905548192072,0.0040858018386108275,0.0006246096083764012,0.9585731239537402,0.42439352255498364,0
0.468243502248998,0.0040858018386108275,0.0005353796614672713,0.858697043257654,0.33289043175168254,2
0.468243502248998,0.0040858018386108275,0.0008030695021946609,0.9382217811176997,0.3528385386768758,2
0.8704095698488087,0.0040858018386108275,0.0006246096083764012,0.9205348832069555,0.44891371612568787,0
0.8152657760789247,0.0040858018386108275,0.0008030695021946609,0.7899251704211663,0.40251995446022415,0
0.468243502248998,0.0040858018386108275,0.0008922994557068068,0.9055293913871201,0.34468774873260893,2
0.468243502248998,0.0040858018386108275,0.0006246096083764012,0.8226334933679273,0.32389685176597816,2
0.468243502248998,0.0040858018386108275,0.0011599893030372122,0.9322951386729481,0.35144610801589854,2
0.468243502248998,0.005107252298263534,0.0009815293960129207,0.9653262377410605,0.35991463042108374,2
0.8610857794589813,0.0040858018386108275,0.0006246096083764012,0.6850974573156848,0.3877234120554134,2
0.468243502248998,0.003064351378958121,0.0008922994557068068,0.8951178055746725,0.3418294896645838,2
0.468243502248998,0.0040858018386108275,0.0006246096083764012,0.7230195397767603,0.2989933633681864,2
0.468243502248998,0.006128702757916241,0.0009815293960129207,0.9997568899595553,0.36877765609062063,2
0.8222656470600558,0.0040858018386108275,0.0008922994557068068,0.954812370960223,0.44551402982864907,0
0.468243502248998,0.0040858018386108275,0.0008030695021946609,0.8218347766599969,0.3237417875624501,2
0.7013459130379074,0.0040858018386108275,0.0008922994557068068,0.8101033037780739,0.37910682952757474,2
0.468243502248998,0.0040858018386108275,0.0010707593362298045,0.9412059183160544,0.35365149543497326,2
0.9590463624639279,0.0040858018386108275,0.00044614971455814146,0.25568083403705033,0.3048147870135368,2
0.8754951635676943,0.0040858018386108275,0.0009815293960129207,0.8843048055093978,0.441216825077929,0
0.468243502248998,0.0040858018386108275,0.0009815293960129207,0.9427283114234479,0.35400978622676743,2
0.8687266964842575,0.0040858018386108275,0.0008922994557068068,0.8572604839277537,0.4327413204265822,0
0.9439122314724505,0.0040858018386108275,0.00035691976104599557,0.6972257186779953,0.4113951679375257,0
0.9604987881774999,0.0040858018386108275,0.0008922994557068068,0.7813232895820923,0.43670004476347746,0
0.468243502248998,0.0040858018386108275,0.0010707593362298045,0.8779536199496203,0.33783842084336474,2
0.9505091538202367,0.0040858018386108275,0.0010707593362298045,0.9687344040797257,0.48110002976870075,0
0.468243502248998,0.0040858018386108275,0.0011599893030372122,0.9567778102724016,0.3575667759157619,2
0.468243502248998,0.0040858018386108275,0.0011599893030372122,0.9247448501018442,0.3495585358731226,2
0.7010124492416562,0.0040858018386108275,0.0008030695021946609,0.8714472140257532,0.3943371336520537,2
0.9440929560054468,0.006128702757916241,0.00044614971455814146,0.3018588923536495,0.31313167520789265,2
0.468243502248998,0.0040858018386108275,0.0008030695021946609,0.8368998895468336,0.32750806578415925,2
0.7905179942970557,0.0040858018386108275,0.0009815293960129207,0.891719918730318,0.4218263110654994,0
0.468243502248998,0.007150153217568948,0.0006246096083764012,0.915520545882266,0.34788470273930233,2
0.468243502248998,0.0040858018386108275,0.0008922994557068068,0.9601479424821175,0.3583423865063583,2
0.8156007060630991,0.0040858018386108275,0.0009815293960129207,0.9333780833985653,0.4385115301740721,0
0.468243502248998,0.0040858018386108275,0.0006246096083764012,0.756094840670408,0.3072621885915983,2
0.7420542498158172,0.0040858018386108275,0.0008922994557068068,0.9159219601350931,0.41573857781130696,0
0.9245104525662691,0.0040858018386108275,0.0010707593362298045,0.952984676871806,0.47066292265322895,0
0.468243502248998,0.005107252298263534,0.0009815293906591238,0.7742263267100838,0.3121396526620011,2
0.468243502248998,0.0602655771195097,0.0009815293960129207,0.9573406125859044,0.3717078053376063,2
0.468243502248998,0.00888661899897855,0.0002676898207398817,0.048427725646464526,0.13145638417879524,2
0.9602109039060663,0.003064351378958121,0.0010707593362298045,0.9629933065072797,0.4818348302821335,0
0.468243502248998,0.0040858018386108275,0.0008030695021946609,0.9165510651868992,0.3474208596941757,2
0.468243502248998,0.005107252298263534,0.0008922994557068068,0.9392050147485045,0.3533620171878682,2
0.468243502248998,0.0040858018386108275,0.0007138395552855311,0.8037562300160206,0.31919984341472873,2
0.751829437103953,0.0040858018386108275,0.0006246096083764012,0.8872103045762767,0.41093753828180424,0
0.7420542498158172,0.0040858018386108275,0.0008030695021946609,0.8381005344823067,0.3962609139097324,2
0.2384580394465977,0.007865168539325843,0.0006246096083764012,0.8002262516697753,0.26179351731601885,2
0.8185956966574628,0.0040858018386108275,0.0007138395552855311,0.870502528498613,0.423474466637493,0
0.468243502248998,0.004596527068437182,0.0009815293960129207,0.8309146539845118,0.32618405317448995,2
0.468243502248998,0.003064351378958121,0.0010707593362298045,0.9294615960662431,0.35046005225760724,2
0.776765975527594,0.0040858018386108275,0.0006246096083764012,0.4864637049045009,0.31698502296977055,2
0.468243502248998,0.0040858018386108275,0.0006246096083764012,0.8461755912379647,0.3297823762334875,2
0.468243502248998,0.0040858018386108275,0.0008030695021946609,0.8851518358405877,0.33957105235759777,2
0.468243502248998,0.005617977528089888,0.0010707593362298045,0.9344692517196309,0.35235037270823716,2
0.468243502248998,0.005107252298263534,0.0007138395552855311,0.8295217825054314,0.3258965941519946,2
0.68929155710448,0.0040858018386108275,0.0008922994557068068,0.9576885734683168,0.4129895579667786,0
